customer_id,age,marital_status,education_level,department,employment_type,job_level,years_of_experience,years_at_company,city_tier,number_of_dependents,monthly_income_inr,household_monthly_income_inr,housing_status,rent_or_emi_inr,food_expense_inr,utilities_expense_inr,transport_expense_inr,healthcare_expense_inr,education_expense_inr,discretionary_expense_inr,total_monthly_expenses_inr,monthly_savings_inr,savings_rate_pct,loan_count,monthly_debt_payment_inr,total_debt_inr,debt_to_income_ratio_pct,credit_card_utilization_pct,credit_score,missed_payment_count_12m,late_bill_payment_count_12m,unexpected_expense_inr_12m,liquid_assets_inr,emergency_fund_months,investment_amount_inr,retirement_contribution_pct,insurance_coverage,financial_product_count,budgeting_frequency,expense_tracking_frequency,financial_literacy_score,financial_goal_clarity_score,financial_planning_horizon_months,impulse_spending_score,risk_tolerance_level,digital_finance_usage_score,payment_behavior_score,income_stability_score,job_security_perception_score,recent_income_shock,family_financial_support,financial_advisor_access,sleep_disruption_days_per_month,productivity_impact_score,finance_related_absence_days_12m,financial_wellness_program_participation,preferred_financial_support_channel,target_financial_wellbeing_category,monthly_surplus_inr,surplus_rate_pct,age_band,income_band,debt_band,emergency_fund_band
EMP-00473,34,Married,Master,Information Technology,Permanent,Mid-Level,11,6,Tier 2,3,89580.81,92068.55,Rented,11706.92,15301.8,5599.82,3431.81,4372.83,6426.66,10139.26,65779.53,25702.3,27.92,3,8800.43,444669.18,9.56,26.59,741,0,0,41769.78,330975.89,5.95,452531.59,9.55,None listed,3,Weekly,Weekly,5,4,25,5,Moderate,7,9,8,8,No,Limited,Yes,4,2,1,Yes,Self-Help Resources,Financially Secure,26289.020000000004,28.55,30-39,Medium,High,3-6 months
EMP-00229,29,Married,Higher Secondary,Operations,Permanent,Junior,2,2,Tier 2,2,60039.67,66682.23,Rented,11280.85,14183.11,3316.68,4800.24,3804.49,5182.37,1095.77,43663.51,28005.01,42.0,0,0.0,0.0,0.0,5.8,747,1,3,10488.72,112916.52,2.65,552882.0,3.98,None listed,3,Monthly,Daily,5,5,19,5,Moderate,8,9,9,6,No,Unavailable,No,0,2,1,No,One-to-One Counseling,Moderately Stable,23018.719999999994,34.52,21-29,Low,Low,1-3 months
EMP-03822,48,Married,Diploma,Finance,Permanent,Senior,22,1,Tier 1,2,121500.72,133247.36,Owned,14429.98,13277.54,4979.13,5384.67,3746.81,9456.85,15900.71,75136.97,53892.58,40.45,1,7961.28,452014.22,5.97,4.79,743,0,0,35560.58,595461.39,10.05,146948.29,9.77,Comprehensive,5,Monthly,Weekly,6,7,29,3,Moderate,5,9,7,8,No,Available,Yes,0,2,1,Yes,Digital Learning,Financially Secure,58110.389999999985,43.61,40-49,High,High,More than 6 months
EMP-05334,52,Single,Master,Marketing,Contract,Leadership,28,12,Tier 1,0,126701.34,138061.95,Owned,18707.26,6997.46,3912.91,7222.82,3354.53,0.0,11773.53,61555.24,76668.1,55.53,1,9586.73,513619.45,6.94,15.04,755,0,1,12844.19,566368.72,11.38,378637.32,7.08,None listed,4,Monthly,Rarely,6,7,25,8,High,8,10,7,7,No,Limited,No,0,2,0,No,Self-Help Resources,Moderately Stable,76506.71000000002,55.41,50-60,High,High,More than 6 months
EMP-03529,23,Married,Higher Secondary,Finance,Permanent,Entry,0,0,Tier 1,1,36259.49,52160.5,Rented,12895.2,11133.41,4408.06,6998.79,4052.92,3293.62,9797.94,52579.94,-6028.05,-11.56,0,0.0,0.0,0.0,3.96,826,0,2,7192.53,91067.34,2.13,29843.39,5.07,Basic,4,Monthly,Weekly,6,6,25,4,Low,9,9,7,8,No,Limited,No,0,1,0,No,Digital Learning,Financially At-Risk,-419.4400000000023,-0.8,21-29,Low,Low,1-3 months
EMP-05071,33,Married,Bachelor,Operations,Permanent,Junior,6,1,Tier 3,0,62348.54,88854.47,Rented,13981.22,3979.87,923.89,6518.7,2068.42,0.0,6075.19,43950.42,45708.87,51.44,2,10403.13,466913.48,11.71,38.46,687,0,1,5774.71,308060.21,8.13,681793.49,12.75,Basic,4,Weekly,Rarely,5,8,34,5,High,6,10,8,7,No,Unavailable,No,0,3,0,No,One-to-One Counseling,Moderately Stable,44904.05,50.54,30-39,Medium,High,More than 6 months
EMP-03251,47,Single,Bachelor,Sales,Permanent,Leadership,24,19,Tier 2,2,122646.73,122646.73,Owned,17464.16,10636.26,5063.8,3872.92,3226.84,6865.72,12622.32,80190.84,44459.62,36.25,2,20438.82,1716152.16,16.66,37.46,688,0,1,26647.46,96766.47,1.43,250669.87,4.67,Comprehensive,3,Monthly,Rarely,7,6,15,6,Low,5,10,9,10,Yes,Unavailable,No,0,2,0,No,One-to-One Counseling,Financially At-Risk,42455.89,34.62,40-49,High,High,1-3 months
EMP-01806,21,Married,Master,Finance,Permanent,Entry,0,0,Tier 2,1,70083.62,89382.5,Owned,19790.68,8461.87,4177.18,5681.3,3787.03,1544.56,11315.15,67605.15,19947.02,22.32,1,12847.38,589032.94,14.37,41.05,718,0,0,18260.27,210639.82,3.74,162056.44,7.24,Basic,6,Never,Rarely,6,7,6,4,Moderate,7,8,10,8,No,Available,No,1,5,3,Yes,Digital Learning,Financially At-Risk,21777.350000000006,24.36,21-29,Medium,High,3-6 months
EMP-06990,26,Single,Bachelor,Finance,Permanent,Junior,4,0,Tier 2,0,69013.24,69122.05,Rented,8614.23,6910.36,2302.22,6055.4,2191.9,0.0,10436.3,40997.81,29751.68,43.04,1,4487.4,247167.75,6.49,1.75,740,0,1,11806.95,131968.68,4.32,534260.64,10.79,Basic,6,Occasionally,Weekly,7,8,33,5,Low,6,9,8,8,Yes,Available,Yes,0,1,0,Yes,Digital Learning,Financially Secure,28124.240000000005,40.69,21-29,Low,Medium,3-6 months
EMP-04335,42,Married,Bachelor,Information Technology,Permanent,Senior,22,9,Tier 1,2,120038.32,128200.08,Owned,10296.18,14949.3,5038.43,7340.52,4250.54,4474.94,15499.47,65424.45,73118.99,57.04,1,3575.07,192650.99,2.79,13.92,724,0,1,25141.79,776360.85,15.55,1062946.37,12.18,Basic,4,Occasionally,Daily,6,5,34,5,Low,3,9,9,10,No,Limited,No,0,2,1,Yes,Digital Learning,Financially Secure,62775.630000000005,48.97,40-49,High,Medium,More than 6 months
EMP-03150,39,Married,Diploma,Research and Development,Permanent,Senior,19,13,Tier 1,1,88305.75,104980.24,Rented,17086.77,9903.26,4869.65,8506.92,4057.28,2755.08,13877.33,65609.22,38498.86,36.67,1,4552.93,193555.08,4.34,15.23,731,0,1,47906.63,127422.55,2.46,477551.18,8.06,None listed,4,Occasionally,Never,4,4,6,4,Moderate,5,9,7,7,No,Limited,No,0,2,0,Yes,Digital Learning,Financially At-Risk,39371.020000000004,37.5,30-39,Medium,Medium,1-3 months
EMP-04657,29,Married,Bachelor,Research and Development,Permanent,Junior,6,0,Tier 2,0,54929.47,88414.45,Rented,16068.82,5157.44,1964.33,3026.09,3172.1,0.0,6891.59,36280.37,51646.54,58.41,0,0.0,0.0,0.0,0.0,781,0,1,2074.62,310280.09,10.56,1090183.04,9.7,Basic,5,Weekly,Rarely,4,4,21,6,Low,10,10,10,6,No,Limited,Yes,0,1,2,No,Digital Learning,Financially Secure,52134.079999999994,58.97,21-29,Medium,Low,More than 6 months
EMP-02917,51,Single,Bachelor,Marketing,Permanent,Leadership,26,16,Tier 3,1,107220.19,110472.9,Rented,6450.08,4982.55,1928.7,800.0,3724.14,2306.36,7718.56,33227.34,79117.12,71.62,1,5316.95,248842.75,4.81,10.31,808,0,0,21651.13,937089.09,24.0,790856.93,14.1,Basic,4,Never,Monthly,4,5,5,8,Moderate,2,9,8,8,No,Available,No,0,2,0,No,Digital Learning,Financially Secure,77245.56,69.92,50-60,Medium,Medium,More than 6 months
EMP-03627,37,Married,Bachelor,Information Technology,Permanent,Mid-Level,14,2,Tier 1,3,95680.91,110895.83,Owned,17941.16,19435.99,4239.37,7978.56,5106.17,7810.21,13142.65,79667.76,34630.46,31.23,4,4013.65,161898.62,3.62,29.13,693,0,0,30843.95,459933.26,6.91,488156.97,3.87,Basic,4,Monthly,Monthly,1,3,21,6,Low,4,9,8,9,No,Unavailable,No,0,2,0,No,Digital Learning,Moderately Stable,31228.070000000007,28.16,30-39,Medium,Medium,More than 6 months
EMP-02535,35,Married,Bachelor,Human Resources,Permanent,Mid-Level,8,3,Tier 1,2,69817.56,76617.45,Owned,19384.15,11471.78,5687.45,3937.27,4688.69,5367.25,8900.96,62557.16,19553.55,25.52,0,3119.61,196456.0,4.07,14.92,762,0,0,26556.05,218819.65,4.08,410554.53,6.7,Basic,5,Monthly,Rarely,7,8,36,3,Moderate,5,10,7,10,No,Limited,Yes,0,2,4,No,Self-Help Resources,Financially Secure,14060.289999999994,18.35,30-39,Low,Medium,3-6 months
EMP-04321,31,Married,Doctorate,Operations,Permanent,Junior,7,1,Tier 1,0,79754.18,127609.08,Rented,14634.22,6291.45,3873.84,9219.06,7309.02,0.0,12286.67,53614.26,72150.26,56.54,0,0.0,0.0,0.0,0.0,801,0,1,31487.04,555738.77,13.45,557375.41,7.81,Basic,4,Monthly,Weekly,6,5,17,5,Low,10,9,6,7,No,Limited,Yes,0,1,1,No,Digital Learning,Financially Secure,73994.82,57.99,30-39,High,Low,More than 6 months
EMP-03594,41,Divorced,Master,Customer Support,Contract,Senior,19,13,Tier 1,0,88607.93,99303.81,Owned,13924.22,11562.87,3926.53,7289.33,4494.29,0.0,9838.65,51035.89,38230.53,38.5,0,0.0,0.0,0.0,1.03,765,0,0,5171.92,237324.57,5.76,659768.97,3.59,Comprehensive,3,Occasionally,Monthly,3,6,21,5,Moderate,10,8,6,5,No,Unavailable,No,0,1,1,No,Digital Learning,Financially At-Risk,48267.92,48.61,40-49,Medium,Low,3-6 months
EMP-01671,36,Single,Bachelor,Finance,Contract,Mid-Level,9,2,Tier 1,0,61436.32,73413.5,Rented,11247.5,8350.35,4926.42,4535.06,3520.89,0.0,9325.08,41905.3,27672.9,37.69,1,0.0,23835.13,0.0,39.46,692,0,0,39779.55,206657.34,6.34,496503.27,4.16,Comprehensive,3,Monthly,Weekly,4,6,25,5,Low,5,10,6,8,No,Available,Yes,0,2,0,No,Self-Help Resources,Financially Secure,31508.199999999997,42.92,30-39,Low,Low,More than 6 months
EMP-04562,30,Single,Master,Marketing,Permanent,Junior,8,2,Tier 2,2,63559.35,71761.41,Rented,14532.14,11359.2,3092.91,6446.54,3185.98,5029.5,3136.63,50044.12,23220.12,32.36,1,3261.22,172739.42,4.54,37.31,791,0,2,25057.01,180016.09,3.84,184228.63,0.44,Basic,5,Occasionally,Daily,2,3,24,6,Moderate,9,9,8,7,No,Limited,Yes,1,2,0,Yes,Digital Learning,Financially At-Risk,21717.29,30.26,30-39,Low,Medium,3-6 months
EMP-05447,23,Single,Master,Information Technology,Permanent,Entry,0,0,Tier 1,0,44692.54,46105.94,Rented,9395.56,6493.66,3520.26,6679.41,2242.13,0.0,9876.99,38208.01,2484.56,5.39,0,0.0,0.0,0.0,62.48,711,0,1,17852.37,83677.95,2.95,63239.04,4.98,None listed,4,Monthly,Daily,5,7,33,5,Moderate,6,8,7,6,No,Available,No,0,2,0,No,Group Workshop,Financially At-Risk,7897.93,17.13,21-29,Low,Low,1-3 months
EMP-05319,21,Married,Master,Operations,Permanent,Entry,3,2,Tier 3,1,47555.1,59437.06,Rented,7601.13,5100.79,2981.33,1117.9,4903.09,1988.26,3813.28,28525.84,36774.05,61.87,0,1020.06,44996.9,1.72,22.95,746,0,0,47115.26,371914.28,15.05,237643.83,8.26,Basic,4,Monthly,Monthly,5,2,17,5,High,6,9,8,7,No,Unavailable,No,0,3,0,Yes,Digital Learning,Moderately Stable,30911.219999999998,52.01,21-29,Low,Low,More than 6 months
EMP-06327,36,Divorced,Master,Information Technology,Permanent,Junior,13,0,Tier 1,0,97432.92,98653.17,Rented,15214.14,8099.27,4251.88,7492.6,3702.35,0.0,5969.11,44729.35,59841.96,60.66,1,0.0,7572.23,0.0,10.49,782,0,1,28615.22,257949.86,6.66,305420.63,8.67,Comprehensive,6,Weekly,Rarely,4,3,25,6,Moderate,10,10,9,7,No,Limited,Yes,1,3,1,Yes,Digital Learning,Financially Secure,53923.82,54.66,30-39,Medium,Low,More than 6 months
EMP-00032,33,Single,Master,Operations,Permanent,Mid-Level,13,7,Tier 1,0,102240.05,104371.4,Owned,18821.59,6328.37,3133.1,7403.37,3225.83,0.0,7489.12,46634.76,55193.19,52.88,0,233.38,18575.38,0.22,31.93,774,0,1,23288.65,163893.06,4.19,628915.78,9.58,Basic,6,Occasionally,Rarely,5,6,29,3,Moderate,8,8,8,8,Yes,Available,Yes,1,1,1,No,Digital Learning,Moderately Stable,57736.63999999999,55.32,30-39,Medium,Low,3-6 months
EMP-00765,40,Divorced,Bachelor,Research and Development,Permanent,Senior,19,5,Tier 1,0,97219.67,109336.15,Owned,14772.69,7897.47,3729.11,6727.73,2474.91,0.0,14489.99,59673.96,51806.72,47.38,0,9582.06,469595.78,8.76,8.67,759,0,3,2232.29,416979.91,9.23,404185.94,7.23,Basic,6,Weekly,Daily,6,7,39,5,Low,5,8,9,6,No,Available,No,0,2,1,No,Group Workshop,Financially Secure,49662.189999999995,45.42,40-49,Medium,High,More than 6 months
EMP-00961,52,Single,Diploma,Information Technology,Part-Time,Leadership,25,14,Tier 1,1,71446.47,71446.47,Rented,11424.74,14716.64,3802.36,4825.44,2853.43,5201.93,6643.71,63578.29,9492.4,13.29,3,14110.04,1099960.86,19.75,75.76,627,2,2,24115.65,33732.22,0.59,67787.62,5.01,None listed,3,Monthly,Rarely,6,7,29,6,Low,7,5,6,5,No,Limited,No,2,4,0,Yes,Group Workshop,Financially At-Risk,7868.18,11.01,50-60,Low,High,Less than 1 month
EMP-01966,41,Single,Bachelor,Finance,Permanent,Senior,20,8,Tier 2,0,98741.43,105879.31,Rented,11833.14,6005.96,3275.52,4490.4,4113.14,0.0,13916.04,43634.2,62724.7,59.24,0,0.0,0.0,0.0,13.56,800,0,0,1470.32,706194.33,23.76,357033.69,13.03,Basic,6,Occasionally,Rarely,7,7,21,4,High,8,10,10,7,No,Available,No,0,1,0,No,Digital Learning,Financially Secure,62245.11,58.79,40-49,Medium,Low,More than 6 months
EMP-00539,21,Single,Bachelor,Research and Development,Permanent,Entry,0,0,Tier 1,0,44355.06,49515.27,Rented,15435.01,8086.1,3559.36,3734.93,2482.22,0.0,7057.44,41192.83,6668.53,13.47,1,837.77,93097.03,1.69,32.39,655,0,1,11096.12,64259.58,1.88,98297.06,8.15,Comprehensive,6,Occasionally,Weekly,5,6,27,4,Moderate,6,9,9,7,No,Available,No,2,1,1,Yes,Digital Learning,Financially At-Risk,8322.439999999995,16.81,21-29,Low,Low,1-3 months
EMP-02891,30,Single,Diploma,Customer Support,Permanent,Junior,9,0,Tier 1,1,41115.95,48231.74,Rented,14255.99,9301.41,3645.39,6011.21,2443.49,1193.07,2225.21,48508.11,-1129.15,-2.34,2,9432.34,372346.81,19.56,36.25,693,1,1,17386.63,15800.86,0.34,20198.96,7.77,Basic,4,Occasionally,Never,4,5,16,3,High,7,8,9,8,No,Limited,No,3,4,1,Yes,Group Workshop,Financially At-Risk,-276.3700000000026,-0.57,30-39,Low,Medium,Less than 1 month
EMP-01085,38,Divorced,Doctorate,Marketing,Contract,Mid-Level,11,5,Tier 2,1,92782.82,103444.42,Owned,12220.12,6004.01,3464.25,2299.59,4611.5,1205.59,11220.93,52451.41,49317.13,47.68,1,11425.42,719239.2,11.04,5.87,785,0,0,7525.87,349283.47,8.47,317560.1,9.53,Basic,5,Occasionally,Rarely,8,6,26,4,Moderate,5,10,7,5,No,Limited,No,0,1,0,Yes,Group Workshop,Financially Secure,50993.009999999995,49.3,30-39,Medium,High,More than 6 months
EMP-01600,27,Single,Bachelor,Finance,Permanent,Junior,8,3,Tier 3,0,68686.63,70171.06,Owned,15794.68,5661.7,1175.55,5886.39,2058.86,0.0,9794.99,44890.89,30221.78,43.07,0,4518.72,141446.86,6.44,14.94,741,0,1,22939.57,146234.6,4.17,635413.76,5.45,None listed,3,Monthly,Rarely,5,7,35,7,Low,5,9,9,9,No,Limited,No,1,1,0,No,Digital Learning,Moderately Stable,25280.17,36.03,21-29,Low,Medium,3-6 months
EMP-03186,25,Single,Master,Operations,Permanent,Junior,5,1,Tier 1,1,73448.95,76274.09,Rented,11429.21,11156.05,4889.66,7217.03,5869.19,3014.54,7838.17,55452.59,19330.84,25.34,2,4038.74,268171.09,5.3,34.08,720,0,0,17618.56,75076.76,1.58,322387.28,8.18,Basic,4,Never,Rarely,7,6,17,4,High,9,8,8,5,No,Limited,No,0,1,1,No,One-to-One Counseling,Financially At-Risk,20821.5,27.3,21-29,Low,Medium,1-3 months
EMP-02576,40,Single,Master,Information Technology,Permanent,Leadership,17,10,Tier 1,0,127102.8,136749.68,Rented,13555.37,8321.26,4209.62,10443.13,3289.89,0.0,16722.11,64756.58,72260.33,52.84,2,8215.2,710815.83,6.01,4.33,801,0,1,27346.47,705368.26,14.68,1048597.37,3.39,Basic,4,Weekly,Weekly,9,9,30,4,High,5,9,9,8,No,Limited,No,0,1,0,No,Digital Learning,Financially Secure,71993.09999999999,52.65,40-49,High,High,More than 6 months
EMP-06519,41,Married,Master,Finance,Permanent,Senior,14,11,Tier 1,1,106212.82,129102.62,Rented,13109.32,12530.58,4703.03,5246.41,3103.28,1787.45,10872.86,52017.78,75936.4,58.82,0,664.85,20006.24,0.51,36.82,640,0,2,32449.79,867278.65,21.08,169179.63,6.51,Basic,6,Monthly,Rarely,8,6,18,7,Low,5,9,8,8,No,Unavailable,No,0,1,0,No,Self-Help Resources,Moderately Stable,77084.84,59.71,40-49,High,Low,More than 6 months
EMP-04033,42,Single,Bachelor,Sales,Permanent,Senior,16,14,Tier 1,0,108165.8,108165.8,Rented,16161.36,8418.18,1930.57,8200.52,4198.42,0.0,11008.06,49917.11,53565.08,49.52,0,0.0,0.0,0.0,25.66,690,0,0,25047.29,314336.89,8.08,981158.06,13.37,Basic,6,Occasionally,Never,5,7,24,5,High,5,9,8,8,No,Limited,No,0,2,0,Yes,One-to-One Counseling,Moderately Stable,58248.69,53.85,40-49,Medium,Low,More than 6 months
EMP-02465,31,Married,Doctorate,Human Resources,Permanent,Junior,5,0,Tier 1,1,67630.52,72062.87,Rented,15893.08,11436.1,4032.83,3802.47,3245.97,2990.67,7078.7,48479.82,23855.86,33.1,0,0.0,0.0,0.0,20.98,727,0,0,43171.28,180584.26,4.36,472792.91,7.59,None listed,5,Occasionally,Weekly,3,7,25,7,Low,6,8,10,8,No,Unavailable,No,0,1,0,No,Digital Learning,Financially At-Risk,23583.049999999996,32.73,30-39,Low,Low,3-6 months
EMP-06598,36,Married,Bachelor,Marketing,Permanent,Mid-Level,14,6,Tier 3,1,58812.3,76541.11,Owned,7631.51,9161.07,2473.94,6960.13,2339.94,1913.61,6935.8,50622.86,25772.8,33.67,2,13206.86,816277.47,17.25,30.11,683,0,1,12521.89,199966.31,4.58,512128.78,1.34,Comprehensive,4,Occasionally,Daily,4,6,14,6,Low,5,9,9,4,No,Limited,No,0,3,0,No,Digital Learning,Financially At-Risk,25918.25,33.86,30-39,Low,High,3-6 months
EMP-00018,28,Divorced,Diploma,Operations,Permanent,Entry,6,5,Tier 1,1,57140.6,75170.17,Rented,17252.6,8465.59,3709.67,4606.83,2674.48,2065.41,8830.79,50349.57,24037.88,31.98,1,2744.2,191806.07,3.65,64.86,634,0,1,6485.5,228141.42,5.49,127672.29,9.76,Basic,5,Monthly,Rarely,7,8,33,6,Low,8,8,10,7,No,Unavailable,No,0,1,0,Yes,Group Workshop,Moderately Stable,24820.6,33.02,21-29,Low,Medium,3-6 months
EMP-00097,25,Widowed,Bachelor,Human Resources,Part-Time,Junior,5,3,Tier 2,0,37602.97,37611.29,Rented,9266.15,4810.53,3489.7,4697.11,3644.31,0.0,4958.48,33807.54,8982.04,23.88,1,2941.26,165509.97,7.82,45.75,750,0,1,44611.29,101686.01,3.52,143310.79,2.17,Comprehensive,3,Occasionally,Weekly,2,8,19,6,Low,7,9,6,4,No,Available,No,1,3,0,No,Digital Learning,Financially At-Risk,3803.75,10.11,21-29,Low,Medium,3-6 months
EMP-06514,36,Divorced,Bachelor,Customer Support,Permanent,Mid-Level,12,1,Tier 1,0,80499.65,83278.19,Rented,12209.84,9221.93,3229.42,6243.94,2498.94,0.0,4815.05,38219.12,51504.12,61.85,1,0.0,6816.77,0.0,7.15,808,0,1,17219.74,288696.88,8.64,307169.12,11.14,None listed,4,Monthly,Daily,6,7,24,6,Low,7,8,9,7,Yes,Limited,No,0,1,0,Yes,Digital Learning,Financially Secure,45059.07,54.11,30-39,Low,Low,More than 6 months
EMP-04349,41,Married,Diploma,Research and Development,Contract,Mid-Level,18,11,Tier 1,1,60813.46,106915.08,Owned,17201.79,11691.52,4782.19,7891.37,2689.13,3300.0,8163.01,64459.22,43080.44,40.29,1,8740.21,209884.95,8.17,36.61,767,0,0,30553.12,292718.49,5.2,368327.76,5.03,Basic,4,Weekly,Weekly,4,4,29,6,Moderate,4,8,7,6,No,Unavailable,Yes,0,1,0,No,One-to-One Counseling,Moderately Stable,42455.86,39.71,40-49,Medium,Medium,3-6 months
EMP-01927,32,Married,Master,Information Technology,Permanent,Senior,9,8,Tier 2,1,96765.85,139674.2,Rented,13479.85,5079.99,3512.51,3403.78,5391.22,2003.74,11373.8,49568.35,93369.09,66.85,1,5323.46,460397.75,3.81,26.56,766,0,1,33506.2,721277.86,18.88,790267.06,7.83,Comprehensive,5,Never,Daily,5,7,21,7,Moderate,5,10,7,8,No,Limited,No,0,3,0,Yes,One-to-One Counseling,Moderately Stable,90105.85,64.51,30-39,High,High,More than 6 months
EMP-00157,38,Single,Master,Operations,Contract,Junior,13,13,Tier 1,0,47015.05,56263.67,Rented,13625.43,9305.45,3488.66,6376.78,3277.38,0.0,4710.15,43764.73,12443.75,22.12,1,2980.88,240491.43,5.3,46.98,645,0,0,9284.54,44996.09,1.15,275896.24,3.71,Basic,3,Never,Weekly,3,6,25,7,Moderate,7,10,7,8,No,Limited,No,0,1,1,No,Group Workshop,Financially At-Risk,12498.939999999995,22.21,30-39,Low,Medium,1-3 months
EMP-03102,32,Single,Doctorate,Sales,Permanent,Junior,14,6,Tier 1,0,82479.84,82479.84,Owned,17427.83,4214.15,2452.07,7130.71,2608.29,0.0,11728.15,61557.57,23645.38,28.67,3,15996.37,469072.12,19.39,47.52,713,1,2,1334.97,209712.59,4.21,376259.51,3.97,None listed,4,Occasionally,Rarely,6,5,24,6,High,7,6,8,10,Yes,Available,No,1,1,0,No,Self-Help Resources,Financially At-Risk,20922.269999999997,25.37,30-39,Low,High,3-6 months
EMP-02485,36,Widowed,Master,Research and Development,Contract,Mid-Level,15,6,Tier 2,0,73056.1,76776.28,Rented,12356.43,7157.99,3251.03,7568.96,2652.05,0.0,11719.01,50359.18,22302.49,29.05,1,5653.71,418207.48,7.36,45.3,694,0,0,16095.64,173767.11,4.5,121572.69,1.9,None listed,4,Monthly,Daily,6,7,21,7,Moderate,8,8,7,7,Yes,Limited,No,2,3,0,Yes,Group Workshop,Financially At-Risk,26417.1,34.41,30-39,Low,High,3-6 months
EMP-01923,21,Divorced,Bachelor,Customer Support,Permanent,Entry,0,0,Tier 3,0,35277.55,36483.17,Company Provided,1538.83,5296.5,2706.04,1366.26,4529.1,0.0,3916.73,19353.46,18359.78,50.32,0,0.0,0.0,0.0,3.29,792,0,0,30050.11,40819.11,2.64,399315.53,6.36,Basic,4,Monthly,Weekly,8,9,34,5,High,9,9,7,8,No,Limited,Yes,0,2,0,No,Digital Learning,Financially Secure,17129.71,46.95,21-29,Low,Low,1-3 months
EMP-05552,36,Single,Doctorate,Operations,Permanent,Mid-Level,15,4,Tier 2,0,88964.36,98109.57,Owned,17653.29,5696.29,3435.35,4994.19,2034.21,0.0,11878.36,59951.58,35296.17,35.98,1,14259.89,777595.97,14.53,53.18,688,0,0,5600.26,278605.45,5.8,105357.93,8.6,Basic,5,Weekly,Never,7,7,32,4,Low,7,8,9,9,No,Limited,No,0,2,1,No,Digital Learning,Financially At-Risk,38157.990000000005,38.89,30-39,Medium,High,3-6 months
EMP-00320,26,Widowed,Bachelor,Information Technology,Part-Time,Entry,1,1,Tier 3,0,18760.85,18760.85,Rented,9649.2,6072.5,2474.16,800.0,4160.04,0.0,3735.91,27736.15,-9354.67,-49.86,0,844.34,39271.59,4.5,45.41,687,0,0,13728.26,32852.43,1.37,9498.55,7.92,Comprehensive,5,Occasionally,Daily,5,7,18,5,Moderate,9,9,6,3,No,Limited,No,2,1,1,Yes,One-to-One Counseling,Financially At-Risk,-8975.300000000003,-47.84,21-29,Low,Low,1-3 months
EMP-06349,43,Married,Master,Operations,Permanent,Senior,17,3,Tier 2,2,88708.32,111753.8,Owned,14851.87,11931.93,3374.74,7622.43,6263.75,5675.23,13597.29,63317.24,54705.64,48.95,0,0.0,0.0,0.0,8.84,754,0,2,50593.58,526997.15,10.6,1049833.39,2.13,Basic,5,Monthly,Never,6,3,17,6,Low,4,10,8,9,No,Unavailable,No,0,1,0,No,One-to-One Counseling,Financially Secure,48436.560000000005,43.34,40-49,Medium,Low,More than 6 months
EMP-06505,38,Married,Diploma,Human Resources,Permanent,Leadership,18,11,Tier 1,2,98570.56,100906.28,Rented,16616.46,15438.61,3457.1,7467.25,3798.62,6831.5,13255.32,68955.86,32357.16,32.07,1,2091.0,198360.87,2.07,39.88,708,0,1,27506.04,268523.4,4.82,409359.73,8.61,Comprehensive,6,Occasionally,Rarely,5,4,18,4,Low,9,7,9,8,No,Unavailable,No,0,1,0,Yes,One-to-One Counseling,Moderately Stable,31950.42,31.66,30-39,Medium,Medium,3-6 months
EMP-05279,33,Married,Diploma,Sales,Contract,Mid-Level,11,3,Tier 3,1,75329.43,80676.35,Rented,10182.58,6831.25,2902.94,3437.43,3715.16,1920.55,7113.94,38894.99,41306.72,51.2,1,2791.14,491015.71,3.46,15.34,805,0,1,36600.85,307580.14,9.68,750567.86,7.97,Comprehensive,5,Never,Rarely,4,3,0,6,Low,5,7,6,6,Yes,Limited,No,0,2,1,No,Self-Help Resources,Moderately Stable,41781.36000000001,51.79,30-39,Low,High,More than 6 months
EMP-01035,32,Single,Master,Customer Support,Permanent,Mid-Level,14,6,Tier 3,0,91593.23,91593.23,Rented,11173.61,4150.64,3132.64,4296.6,3209.89,-0.0,7393.16,38781.97,43704.66,47.72,1,5425.43,241067.52,5.92,0.0,819,0,0,20312.38,270960.45,8.63,802901.67,8.39,Comprehensive,5,Monthly,Monthly,5,7,28,3,Moderate,7,10,7,9,Yes,Unavailable,No,0,2,1,Yes,Self-Help Resources,Financially Secure,52811.259999999995,57.66,30-39,Medium,Medium,More than 6 months
EMP-00322,35,Married,Master,Operations,Permanent,Mid-Level,15,0,Tier 1,1,94577.88,116879.78,Owned,22240.92,11952.19,4028.48,4781.25,3476.63,1563.28,15245.74,68554.94,46780.66,40.02,1,5266.45,219055.31,4.51,4.85,798,0,0,29761.9,113072.07,2.12,1018214.82,10.04,None listed,4,Occasionally,Monthly,7,6,26,3,Moderate,9,9,6,9,No,Limited,No,0,3,0,No,Digital Learning,Moderately Stable,48324.84,41.35,30-39,High,Medium,1-3 months
EMP-01316,54,Married,Master,Information Technology,Permanent,Leadership,25,8,Tier 1,2,128877.01,146622.65,Owned,12382.37,11524.25,3695.29,5612.26,7347.75,3460.13,16268.63,71154.52,71210.04,48.57,0,10863.84,792519.98,7.41,0.0,824,0,1,15616.52,564847.44,10.29,1142828.83,13.25,Basic,5,Monthly,Weekly,6,7,34,8,High,6,9,10,9,No,Unavailable,No,0,1,0,Yes,Digital Learning,Financially Secure,75468.12999999999,51.47,50-60,High,High,More than 6 months
